feature,psi,ks_pvalue
id_31,2.5229947118644334,
M8,0.6202567744517835,
M9,0.619948562206065,
M7,0.6191125344261662,
id_30,0.565296842984347,
M3,0.5542792537775353,
M1,0.5534707954360294,
M2,0.5530759108157514,
DeviceInfo,0.4943132185288045,
D11,0.4452749616156479,0.0
id_38,0.35801392766973933,
D15,0.2953108372617097,2.974022500872683e-187
V11,0.2227419157704787,0.0
V10,0.22174107214445504,0.0
id_13,0.2072716171418635,8.428392328716872e-65
id_33,0.18019979267292363,
D4,0.17362326064700973,8.698315031524048e-168
ProductCD,0.15558653319572344,
V157,0.13816602253410798,1.1693807173464869e-63
V139,0.13816602253410798,1.1693807173464869e-63
V155,0.13816602253410798,1.1693807173464869e-63
V153,0.13816602253410798,1.1693807173464869e-63
V148,0.13816602253410798,1.1693807173464869e-63
V149,0.13797767196486943,1.5180725479691864e-63
V156,0.13797767196486943,1.5180725479691864e-63
V154,0.13797767196486943,1.5180725479691864e-63
V140,0.13797767196486943,1.5180725479691864e-63
V158,0.13797767196486943,1.5180725479691864e-63
V26,0.11854649116942745,1.6616017864004548e-68
C9,0.11193515420732683,5.63365974546207e-213
V25,0.11064960738525775,1.6126848622067865e-69
V99,0.09914242368523077,2.88755236076317e-183
id_35,0.09532451476870199,
V130,0.09511059888012788,6.204994476905961e-190
id_34,0.0938908036857144,
V67,0.09098378375219852,4.158797362296507e-58
D5,0.08862533176738666,1.4374644592132835e-73
id_02,0.08747353789081784,1.4574533973629014e-74
D10,0.08546364762442442,1.2075180145132559e-95
V66,0.08162141934135105,1.807503339609575e-57
V96,0.07414366309441738,5.127020964676149e-155
id_36,0.06499394941947395,
V49,0.0646190564703508,6.293721048914044e-117
card5,0.0644042941692408,2.2220311908043803e-10
V48,0.06394131068578701,2.2316857260842235e-115
id_12,0.06383193916236868,
V127,0.06352198437535564,2.0624663805235007e-161
C8,0.06303823360821258,1.2473717111275866e-100
C10,0.0620022444360587,1.680469367170488e-96
M6,0.061854526668584014,
DeviceType,0.06100967441831892,
id_15,0.06016680435076423,
id_16,0.05955177813051728,
id_37,0.058654319584616504,
id_28,0.05845654821578894,
id_29,0.05839731611715018,
addr2,0.058236915810568286,3.507343241785054e-07
V91,0.05478842246961621,7.137627093365343e-115
V90,0.05468973939646145,1.9457874527581506e-114
id_20,0.053670305748387624,4.922204010794037e-33
id_19,0.05280275258155839,6.904717519364345e-43
V19,0.05237527329582338,3.09349621221081e-88
V20,0.05185019025899114,4.074864516779047e-84
TransactionAmt,0.05107186645957019,2.0335674874539538e-21
V54,0.050553738686861874,1.6471137270934901e-111
V53,0.048159783177427716,1.75538135882563e-109
V4,0.046102533716740515,5.0448881864800275e-36
V62,0.04354330361415675,1.3651666256365219e-69
V5,0.04289653514024008,2.96062157032687e-32
V12,0.041208571842360986,4.353724775024173e-95
V61,0.04050167615018443,1.0341729162408047e-67
V13,0.040335755118254026,5.792855387736448e-91
id_14,0.03975852748780406,3.2424426875907825e-20
V131,0.03624105449612088,5.906765835664137e-46
R_emaildomain,0.03581478326814627,
V303,0.035575590073623396,1.2204917134920525e-55
V100,0.035358383669198384,4.384547925526939e-42
V304,0.03494119564423207,2.1628791935125705e-54
V302,0.03454070866589335,1.8282605862656737e-53
dist1,0.030899027819194673,4.714245357418381e-32
C11,0.028276805008652282,0.00013538746038960244
P_emaildomain,0.02820778100656109,
D1,0.02591877403990905,4.423712344517306e-58
C2,0.022778234126052732,5.595105581672318e-44
C13,0.020534703301104823,4.735993022453299e-41
V97,0.020184630362837835,8.781338996648606e-33
V70,0.01965175555037811,1.6524722438420372e-42
D3,0.019364733098902492,6.3446366628895355e-15
V69,0.019150550603990436,3.209406869468236e-41
V291,0.01878607499612136,7.6996720928332715e-34
V30,0.01870106126653002,1.4019992000965551e-40
V29,0.018423487950424366,8.34059074627366e-40
V292,0.018223423955053494,5.389780907334956e-21
M4,0.018154458600759024,
card6,0.018129686907936322,
card2,0.015306473321686703,2.3831275414390434e-15
D2,0.014717904267080754,9.649012587187467e-35
M5,0.014649985835708588,
card1,0.012381619679979689,2.961998341416065e-07
V310,0.011578857629420417,5.676721132521918e-29
C6,0.011016257444923403,2.7573464979492112e-18
V128,0.010771300555820434,4.960120385841649e-36
V285,0.010700180224782746,5.8884310683676254e-24
V307,0.009801439016499132,5.746557481251063e-28
V283,0.009643649531413181,7.755375785166957e-18
id_18,0.0096080479089671,0.003659111632475615
D8,0.009259165567269767,8.056968663199385e-11
D9,0.009065271907578719,1.0071839073713574e-07
V282,0.008263002491700863,2.6792896703329336e-19
addr1,0.007128002121194668,0.00012838537719260477
C1,0.006707513143538523,2.1799750462201496e-14
C5,0.006670395003548266,5.84984331356784e-15
C14,0.006349351827664293,3.286804621620746e-14
card4,0.005377171953473646,
V308,0.005338693398255765,2.000637743473011e-09
C4,0.004835793729063785,9.123613226909448e-07
V35,0.004685759526766251,2.242468631586616e-09
V280,0.004375843745160526,1.7459431351884202e-07
V287,0.004236923343975695,2.2915977629566675e-07
V75,0.003969935314064518,6.056541558822146e-09
V36,0.0038409576332170386,1.6203781474161745e-07
V313,0.0038212990990623193,3.7917404800364056e-05
dist2,0.0036324628126923318,0.1278097972531771
V83,0.003599714047621221,0.0001725428194621184
V314,0.003156327200101064,2.703269035836014e-07
V76,0.0030491950445497695,9.822003886110318e-07
V82,0.0029667635553314808,0.0006186989622729289
V288,0.0026730520886238318,0.0007212250259175259
V315,0.00252717107003981,0.0002291559143728169
id_17,0.0024626734493325,0.2974606442362475
V289,0.0023702995293759413,0.0015284245017174462
id_09,0.001983326011519314,0.7261436514322921
V312,0.001954478912685848,1.408229174967455e-10
id_03,0.0018722998360850528,0.9855476768390069
V3,0.0017773822682867904,1.341353359910197e-16
V2,0.0017767657598475872,6.901291393630791e-07
V7,0.001776641996062234,7.086026409812323e-13
V6,0.0017765415060273682,2.527354827300184e-06
V8,0.001776404660861147,0.016000043947124936
V9,0.001776404660861147,0.0001244387592116239
id_23,0.001611061331785468,
V86,0.0011484498990086609,0.01984205445339284
V294,0.001142224553312908,0.0822925123373659
id_27,0.0011211486988012898,
V24,0.0010295472337508351,0.7140643096176532
V23,0.0010295472337508351,0.9999999995556665
D14,0.001011196930060343,0.893695837972636
V317,0.0010111735570984173,0.11090776149559489
V87,0.0010046999747043523,4.566543130465998e-05
id_08,0.0009075510385598806,0.9999999999996481
V78,0.0008613270147607714,3.795985688418603e-08
V77,0.0008609537385187776,0.0015756004794447258
V55,0.0007771177600748267,0.19779070402793308
V56,0.0007770452388060099,1.6500294538380794e-05
V245,0.0006799025823157989,0.93493571532139
V221,0.0006799025823157989,0.93493571532139
V255,0.0006799025823157989,0.93493571532139
V259,0.0006799025823157989,0.93493571532139
V250,0.000679327583759219,0.93493571532139
V222,0.0006643673847195218,0.9416159747177993
V256,0.0006620389418019775,0.9416159747177993
V251,0.0006614720451060155,0.9416159747177993
id_25,0.0006369541954021941,0.999999996078516
V198,0.00040667218908386154,0.9966256926466424
V201,0.00040667218908386154,0.9999937731729667
V189,0.00040667218908386154,0.9999786454625438
V195,0.00040667218908386154,0.9999999265235783
V171,0.00040667218908386154,0.9999999265235783
V188,0.00039875564624807457,0.99999994449313
V200,0.00039875564624807457,0.99999994449313
V197,0.00039875564624807457,0.9990729238725422
V194,0.00039875564624807457,0.99999994449313
V170,0.00039875564624807457,0.99999994449313
V262,0.00039388332472557275,0.9998647378579419
V260,0.0003790919259197255,0.999361321908972
id_26,0.00034970459880804693,0.9999999999999977
id_05,0.00031753438967568854,3.41106243358697e-08
V261,0.00028507413452164986,0.9792633863648815
V47,0.00024752782433398415,1.0
V46,0.0002474693893816694,1.0
V38,0.00023441138044274641,0.0009467487158533879
V37,0.00023433347641373077,0.18855810131901052
id_01,0.0002105073608869485,2.675292732855091e-32
V44,0.0001665574401806451,0.2383845481473058
id_07,0.0001293345308634168,0.9999999999999672
V45,0.00010143988580926397,0.0028223175085647736
V306,2.7666629114919016e-05,0.9792165999598565
V117,2.6297879043443754e-05,0.9315740232664251
V114,2.6297879043443754e-05,0.9315740232664251
V120,2.6297879043443754e-05,0.9315740232664251
V108,2.6297879043443754e-05,0.9315740232664251
V111,2.6297879043443754e-05,0.9315740232664251
V123,2.6297879043443754e-05,0.8752811172222855
id_32,2.1066214455544124e-05,4.174084003732029e-14
V95,1.5978974428495126e-05,0.9915761359472508
D12,1.5612384483834326e-05,0.039786533287929804
V119,1.3463999783422215e-05,0.9982392827612369
V116,1.3463999783422215e-05,0.11320545931911852
V122,1.3463999783422215e-05,0.9982392827612369
V125,1.3463999783422215e-05,0.02331691012731924
V113,1.3463999783422215e-05,0.9982392827612369
V110,1.3463999783422215e-05,0.9982392827612369
V126,9.154278292047698e-06,0.8069249984457566
D6,7.4630025805375135e-06,0.02296900067567662
V279,4.828734359556364e-06,0.6116048074095342
C7,1.2824591586117796e-06,1.0
V121,1.2824591586117796e-06,0.9983665565735078
id_21,1.2525701636872943e-06,0.9997165757278277
V124,1.1631968777441743e-06,2.917920393763396e-13
V115,1.1631968777441743e-06,2.949501096523245e-08
V109,1.1631968777441743e-06,0.4227126330864506
V118,1.1631968777441743e-06,1.0
V112,1.1631968777441743e-06,1.0
C12,8.403417290620309e-07,5.666084963845674e-113
card3,5.894632684177928e-07,0.9992513023282625
V176,4.1866051922319667e-07,0.8947040966195703
V63,2.907207903855182e-07,0.0007930830838800731
V196,2.907207903855182e-07,0.9995696133268698
V199,2.907207903855182e-07,1.0
V186,2.907207903855182e-07,1.0
V190,2.907207903855182e-07,0.9999999999999999
V191,2.907207903855182e-07,1.0
V193,1.8605127125989732e-07,1.0
id_24,1.424416636075004e-07,0.9999999999996377
V52,1.424416636075004e-07,1.3153917113411769e-15
V281,1.424416636075004e-07,1.0
