feature,psi,ks_pvalue
id_31,1.0769035064559271,
D15,0.41788528967627847,0.0
id_30,0.3823415120623757,
DeviceInfo,0.36643942523805334,
V26,0.34716572037361365,5.209262465141965e-124
V25,0.3324512289223504,5.895747872433839e-133
V67,0.3275779965206586,3.8676771840102166e-125
V66,0.31540885890362336,4.116676133834835e-136
D4,0.21961137078411508,1.1081075226645198e-289
V153,0.14078894359851954,5.358649939465355e-69
V139,0.14078894359851954,5.358649939465355e-69
V155,0.14078083616645384,5.358649939465355e-69
V148,0.14078083616645384,5.358649939465355e-69
V157,0.14078083616645384,5.358649939465355e-69
V140,0.14059857682706364,7.100608197822704e-69
V158,0.14059857682706364,7.100608197822704e-69
V156,0.14059857682706364,7.100608197822704e-69
V154,0.14059857682706364,7.100608197822704e-69
V149,0.14059047678161413,7.100608197822704e-69
ProductCD,0.13599890384776178,
id_33,0.12013305641356001,
addr2,0.10953747011184092,2.635023035242886e-09
id_35,0.10300075690374351,
id_34,0.10053780670973719,
V99,0.09780631232760698,4.001820996876475e-198
D11,0.09620990901670455,1.196400180629744e-118
V130,0.09351642367790777,4.973917477562822e-205
D10,0.08610926790277124,4.3537446625679575e-80
V96,0.07829661911187102,3.8336893362516985e-173
D5,0.07112858941670545,4.0972464525335505e-88
V291,0.0699659701295765,2.4183016972646383e-121
V127,0.06695740267818005,1.048877399547267e-177
id_02,0.06481486840842986,2.2106581827834935e-60
V75,0.06365870846606375,4.8564621992041245e-155
V76,0.057532158502549856,2.582651190451707e-136
DeviceType,0.05693293563659364,
V35,0.053703688671618,1.0680683433865606e-118
TransactionAmt,0.05222139293063919,4.4659261701188853e-11
M4,0.05173191637575659,
id_36,0.050560570399411045,
V36,0.04835640511442575,9.069844752313835e-104
id_38,0.04802811407332548,
id_15,0.047478125139047284,
id_16,0.04740545387394862,
C10,0.04620212573281088,7.189914792686827e-81
id_28,0.04581638572066213,
V131,0.044930578995847695,1.4235841602574065e-60
id_12,0.04488744243134509,
id_29,0.044798392738093364,
C8,0.044579956203955315,3.0325715977446744e-80
id_19,0.043570543630886076,3.8403897269617494e-36
V20,0.04319847900682283,2.6011673690180957e-76
M6,0.0430953107818303,
V19,0.042770570302400626,1.6198884152808237e-78
id_37,0.04251364699775385,
V61,0.04229813242529934,1.4485540405272692e-75
V62,0.042128400885369496,2.1710055930187993e-72
id_14,0.04159805980280731,2.0088073814879e-22
V100,0.04124948830586785,2.935943827383308e-54
id_20,0.039806523394020896,4.3928408383233806e-33
V292,0.033438546933127,1.0615873631832138e-38
dist1,0.03201390180771074,1.4458747579396958e-35
V91,0.03146713526386659,1.8220573184659726e-69
V90,0.03140279774063414,4.0255971725958866e-69
R_emaildomain,0.031262306384084226,
M5,0.030717839978448895,
V97,0.027807152081718658,4.888372788550854e-49
C9,0.024975659718877774,1.675408610894433e-54
V49,0.023152222925370697,7.310196130514477e-43
V48,0.02310286331668769,1.9789916533153404e-42
V303,0.02208256515060708,2.5380157601408466e-38
P_emaildomain,0.021449151265501617,
V304,0.021080233962682132,1.766994594903104e-36
V302,0.020515521437761478,2.693802381452452e-35
M3,0.020084525712073448,
V11,0.019879416212696694,2.910783648656382e-29
V10,0.019841573704282023,3.9921767763976717e-29
M2,0.01962167673573302,
M1,0.019618522024409134,
V82,0.01874992428031511,3.8829134257426456e-26
V128,0.017853664666962723,5.028268615711498e-53
V83,0.01731403539891936,6.220153204702039e-23
V4,0.016200672937323617,2.6194427903386888e-12
addr1,0.01618515041334464,4.912996080618113e-09
D9,0.015338375187998618,2.398652220478406e-08
V5,0.014751529591466556,8.848849671296335e-11
id_18,0.013644419683258809,0.00022242463453935006
C11,0.013559951975952583,0.5997924079787715
D3,0.01209619062067409,4.1014441469720007e-16
card4,0.00979009987346685,
card6,0.009659227049568031,
D2,0.009227451164733072,7.662796403686833e-14
id_03,0.00855364032006288,0.9714512811059657
V69,0.008181353577544417,8.452016541294304e-19
V70,0.00779671349836373,5.211848468617496e-18
V29,0.0068261270872394825,8.784089953144822e-16
V310,0.006720311171092815,1.6608310255393197e-20
V285,0.0066825829014369,1.3475029093055068e-15
D1,0.0066403747444409855,1.0783247425783316e-15
V30,0.0066220112789858844,2.074409230998193e-15
C2,0.006207977085147652,2.016833817445029e-14
C13,0.006044483110522019,2.2472061566343216e-12
V53,0.005801123508786895,5.5804954596103105e-15
V54,0.005765829737320734,1.3402400164560834e-14
D8,0.005322661398307972,3.9762448330504873e-17
V307,0.005205008458471843,4.366825637524015e-18
V289,0.005164181669112065,7.415749629571259e-08
V308,0.005100063405753341,3.4602815735513943e-10
V315,0.005047891470520353,3.9116129625090796e-08
M8,0.0050210806426185094,
V288,0.00498729665632758,1.9697880617092777e-07
M9,0.004977113292701893,
id_23,0.004968122756750798,
M7,0.004952243438464303,
V314,0.004687742942841658,1.5895031159494968e-11
card1,0.0045466438259811484,0.039621275392751176
V287,0.0044898355740425585,1.3462052160244855e-08
V313,0.004485315734259552,2.4551028467249498e-08
V12,0.004201942804081498,4.6126106962454067e-11
V13,0.003895933887194755,3.9715172800969087e-10
card2,0.003858183694461358,4.133091799791133e-07
V280,0.0038242794691985844,1.203067949439019e-07
id_09,0.0036469945279361668,0.48855805951449227
V312,0.0034679677235008918,1.182444191029076e-11
V283,0.0032770723133807166,0.005108262324733737
id_27,0.003044232513864945,
V294,0.0028907583691848014,0.00035044171640728663
C1,0.0027882419724741957,8.154644756291894e-07
C14,0.0025229160187315207,0.00011090252554083171
id_07,0.002208107818573421,0.9999924665096768
C6,0.0018483506734459042,0.002936795041341463
V9,0.001776404660861147,0.7995403028047205
V8,0.001776404660861147,0.9995447312425086
V2,0.001776404660861147,0.8737835615220262
V3,0.001776404660861147,0.06878560463769168
V7,0.001776404660861147,0.1869072238361964
V6,0.001776404660861147,0.8924117022398959
V317,0.0015421001168786648,0.0002579881645726141
card3,0.001531968808592537,0.07526790068406397
card5,0.001506231087942198,0.08485521186202627
id_25,0.0014870130928421328,0.998864619461302
id_21,0.001170001716618737,0.9890539658303394
id_08,0.0010846573684812275,0.9999918767164213
V77,0.0010278397630104285,8.248108769501017e-05
V78,0.0010277545953331403,2.9587278202386934e-13
D14,0.001010307462573742,0.3921702395767318
V95,0.0008057469473344224,0.2214393096792765
V38,0.0007869794651856419,2.7810005850288183e-11
V37,0.000786971491630139,0.00014573235406784935
dist2,0.0007528532649622188,0.9016510832646492
V46,0.0007427264853833862,0.9814252396865423
V47,0.0007425224892507398,0.19942537263514104
C4,0.0007283885880607117,0.15170679087428607
id_13,0.0006335978266906736,0.5265726374136006
id_26,0.0006203510866544642,0.9997778042700751
V282,0.0005110976292268467,0.1168207418573377
C5,0.0004456182930694399,0.909645811740308
D12,0.0002971794937604188,0.0007061866972527075
D6,0.00029713037870184267,0.0021827769481939257
V126,0.00029417437429702357,0.14250956461095543
V262,0.00018991516270312544,0.999999999999591
id_05,0.000162294365922163,1.3339982263130698e-07
V260,0.0001596400304409265,1.0
V23,0.00015632122371218876,0.9999999999153381
V24,0.00015632122371218876,0.9965611701846159
V261,0.00015060194181117505,0.9999999999704234
V279,0.0001444008190901832,0.9626100706222009
V45,0.00012761933980854725,1.5524005021801834e-07
V56,0.00010009873985726931,0.002373560811242796
V55,0.00010008436483083874,0.8351386065682667
id_17,8.316264456693814e-05,8.716604688805771e-06
V87,8.001472932031352e-05,3.004517904131454e-08
V44,6.12409426821589e-05,0.02008860091556006
V195,5.7458023393817886e-05,1.0
V189,5.7458023393817886e-05,0.7929395184100814
V201,5.7458023393817886e-05,0.6144131445645942
V198,5.7377035358421015e-05,1.0
V171,5.730067439455825e-05,0.7856914777819445
id_32,5.004565927607523e-05,7.837349816388359e-09
V152,4.429907365506881e-05,1.1774595068245994e-63
V251,3.9465150442734404e-05,1.0
V222,3.9465150442734404e-05,0.40968620111103093
V256,3.9465150442734404e-05,1.0
V250,3.709492034308389e-05,1.0
V221,3.709492034308389e-05,0.6999077329055399
V245,3.709492034308389e-05,0.8748576760615243
V259,3.709492034308389e-05,0.7336968612654727
V255,3.709492034308389e-05,1.0
id_01,3.0528569880180165e-05,1.0116945240812022e-10
V86,2.25915329974211e-05,0.025102230679223236
V160,1.5022090313891976e-05,9.042072193149152e-66
V197,1.2561889721000427e-05,1.0
V170,1.2561889721000427e-05,0.9903124896711186
V194,1.2561889721000427e-05,1.0
V188,1.2422726566362658e-05,0.9826836240350302
V200,1.240878842777126e-05,0.9421947716178949
V306,6.314000283787304e-06,0.7900812680859851
V234,4.229624475840701e-06,0.999992351680801
V105,1.2095189874346774e-06,0.14451782546155278
V281,1.2095189874346774e-06,0.8498797089530514
V39,1.0082653184353825e-06,5.004834279663969e-15
V323,8.25320559689444e-07,0.052963175265963613
V295,7.407132002510261e-07,0.0011248121879507038
V192,5.143472599110895e-07,0.9999999999583652
V178,5.143472599110895e-07,0.2739846184563971
V187,5.143472599110895e-07,0.9844868088773318
V180,5.143472599110895e-07,0.9659851380187305
